,Zipcode,Population,Median age,Under 18(%),18 to 64(%),65 and over(%),Male(%),Female(%),White(%),Black(%),Native(%),Asian(%),Islander(%),Two plus(%),Hispanic(%),Per capita income (USD),Median household income (USD),Below poverty line(%),Mean travel time to work (Minutes),Drove Alone (%),Carpooled (%),Public Transit (%),Bicycle (%),Walked (%),Other (%),Worked at home (%),Number of households,Persons per household,Married (%),Single (%),Number of housing units,Occupied housing (%),Vacant housing (%),Owner Occupied (%),Renter Occupied (%),Median housing value,Moved Since Prev Year(%),Same House Prev Year(%),No Degree(%),High School(%),Some College(%),Bachelor's(%),Post-grad(%),Foriegn Born Population(%),Europe(%),Asia(%),Africa(%),Oceania(%),Latin America(%),North America(%),Case Counts,Death Counts,Death Counts(Per 1000),Case Counts(Per 1000)
59,10454,37807,31.6,28.79,62.25,8.96,48.23,51.77,3.57,29.44,0.05,0.25,0,0.32,66.02,15518.0,23337.0,44.02,40.68,10.0,3.25,66.77,1.25,10.27,0.36,4.15,13573.0,2.71,33.19,66.81,14284.0,95.02,4.98,5.03,94.97,577100.0,7.51,92.49,39.43,28.98,20.32,8.38,2.89,28.91,1.9,1.11,19.03,0,77.96,0,11511,223,5.8983786071362445,304.4674266670193
60,10455,40300,30.8,28.52,62.85,8.64,47.14,52.86,1.57,23.33,0.01,0.64,0.18,0.52,73.24,17201.0,29439.0,35.99,44.1,14.95,4.28,65.07,1.3,8.45,0.51,4.74,14826.0,2.63,30.01,69.99,15377.0,96.42,3.58,8.96,91.04,307900.0,6.24,93.76,33.51,29.18,24.8,9.2,3.31,28.64,0.24,2.64,11.51,0,85.27,0.34,12461,219,5.4342431761786605,309.20595533498755
61,10456,90479,32.1,27.29,63.37,9.34,46.9,53.1,1.58,37.47,0.21,0.63,0,1.25,58.36,17050.0,31645.0,35.89,43.11,16.85,2.09,62.62,0.33,12.34,0.49,3.52,31449.0,2.79,33.47,66.53,32730.0,96.09,3.91,5.16,94.84,370600.0,9.19,90.81,33.67,28.88,25.64,8.81,3.0,32.79,0.98,1.69,21.01,0,76.29,0.03,23337,519,5.736137667304016,257.92725383790713
62,10457,74679,29.9,31.03,59.98,8.99,47.07,52.93,1.71,30.0,0.03,0.67,0,0.79,66.41,17057.0,32378.0,36.04,45.61,18.9,3.09,64.96,0.15,6.39,0.39,4.35,24333.0,2.92,34.96,65.04,25492.0,95.45,4.55,6.53,93.47,412000.0,10.45,89.55,31.74,28.64,25.83,10.02,3.76,39.29,0.56,1.62,16.29,0.21,81.32,0.0,19890,338,4.52603810977651,266.33993492146385
63,10458,85893,29.2,26.85,64.49,8.66,47.39,52.61,7.5,16.91,0.07,2.56,0.05,0.89,71.8,17388.0,37886.0,32.09,44.75,13.09,2.78,66.07,0.58,10.31,0.23,5.9,28705.0,2.87,34.47,65.53,30772.0,93.28,6.72,3.41,96.59,448000.0,9.04,90.96,32.4,28.99,25.23,8.9,4.47,41.14,3.61,5.07,7.85,0,83.28,0.19,21633,288,3.3530089762844466,251.85987216653277
64,10459,48391,32.8,25.97,63.78,10.25,48.85,51.15,1.64,29.66,0.14,0.27,0.03,0.47,67.64,17620.0,31896.0,31.32,43.47,17.82,5.81,59.74,0.62,8.84,0.14,5.45,17058.0,2.78,30.84,69.16,18125.0,94.11,5.89,12.32,87.68,452000.0,6.89,93.11,34.15,28.41,23.67,10.17,3.61,31.29,0.57,0.57,14.06,0,84.8,0,13888,294,6.0755099088673505,286.99551569506724
65,10460,57514,32.9,27.37,60.9,11.74,47.5,52.5,2.97,25.75,0.03,1.64,0.1,1.13,67.19,18911.0,28831.0,36.06,44.36,20.48,4.33,62.56,0.57,5.77,1.19,4.54,20212.0,2.78,34.88,65.12,21240.0,95.16,4.84,10.17,89.83,443400.0,7.74,92.26,32.72,28.09,25.59,10.14,3.46,32.06,1.77,3.17,11.89,0,83.12,0.05,17298,289,5.024863511492854,300.76155370866223
66,10461,51081,37.8,21.13,62.43,16.45,48.63,51.37,31.23,6.94,0.1,12.48,0.12,1.22,47.36,30010.0,60802.0,13.52,43.06,36.11,5.05,44.01,0.52,8.03,0.55,3.86,19122.0,2.61,45.66,54.34,20220.0,94.57,5.43,33.5,66.5,497700.0,10.52,89.48,17.86,27.81,26.12,17.47,10.74,27.93,22.05,31.29,2.1,0.13,44.4,0.04,15710,267,5.226992423797498,307.5507527260625
67,10462,75441,36.0,22.37,64.58,13.05,48.23,51.77,10.63,23.29,0.47,15.46,0,2.18,46.47,27139.0,57266.0,17.9,48.31,24.46,4.38,58.78,0.62,5.96,1.51,4.01,28981.0,2.59,42.46,57.54,30416.0,95.28,4.72,23.08,76.92,344100.0,7.94,92.06,18.72,28.78,25.74,17.12,9.64,32.17,6.82,34.2,10.05,0,48.73,0.2,22761,343,4.546599329277184,301.7059689028512
68,10463,70236,41.6,20.88,58.9,20.22,46.01,53.99,29.46,12.36,0.03,3.28,0.04,1.85,52.16,37379.0,60397.0,18.15,46.59,25.55,4.7,52.45,1.01,6.33,0.82,7.12,29490.0,2.3,41.78,58.22,30404.0,96.99,3.01,32.05,67.95,294100.0,9.01,90.99,18.67,20.35,20.97,19.83,20.19,30.48,15.45,8.82,4.77,0.08,70.21,0.66,17957,452,6.435446209920839,255.66660971581524
69,10464,4322,43.4,16.77,62.61,20.62,48.54,51.46,59.07,0.49,0,1.83,0,0,36.81,53102.0,101935.0,6.25,44.73,51.68,9.75,24.11,0,8.11,1.8,6.34,1874.0,2.3,48.91,51.09,2058.0,91.06,8.94,61.58,38.42,588200.0,9.61,90.39,7.72,18.02,24.74,26.65,22.86,21.63,47.06,10.05,1.39,0,34.65,6.84,1005,17,3.933364183248496,232.53123553910225
70,10465,45066,39.6,21.25,62.65,16.09,48.85,51.15,38.54,8.3,0,3.96,0.02,1.68,46.94,34896.0,74889.0,13.84,40.96,50.15,8.75,29.94,0.33,4.38,0.56,4.71,16122.0,2.67,41.6,58.4,17108.0,94.24,5.76,53.94,46.06,511900.0,7.12,92.88,15.74,28.44,29.23,15.92,10.68,17.13,21.12,19.19,6.51,0.05,53.11,0,12854,233,5.170194825367239,285.2261128123197
71,10466,74519,37.6,21.95,63.66,14.38,43.47,56.53,2.04,65.79,0.52,2.68,0,1.99,24.99,26580.0,58405.0,17.39,45.53,36.29,9.39,44.23,0.56,4.27,1.99,3.15,25009.0,2.94,39.63,60.37,26088.0,95.86,4.14,38.97,61.03,478100.0,9.84,90.16,20.86,30.1,26.36,13.75,8.92,42.51,1.66,1.73,10.22,0,85.97,0.42,17546,313,4.200271071807189,235.45672915632255
72,10467,100867,34.1,25.43,63.39,11.19,47.13,52.87,9.88,29.6,0.35,5.31,0.01,1.85,52.23,21682.0,40639.0,24.89,46.92,21.11,4.8,61.12,0.35,7.45,0.76,3.84,37713.0,2.61,38.62,61.38,39617.0,95.19,4.81,13.93,86.07,325100.0,11.05,88.95,25.82,29.45,24.98,12.3,7.44,37.47,8.64,11.72,7.62,0,71.98,0.04,29159,615,6.0971378151427125,289.0836447995876
73,10468,78778,32.8,26.54,61.95,11.51,47.59,52.41,2.73,15.36,0.55,1.91,0,0.77,77.79,18263.0,37777.0,28.03,48.15,14.24,2.31,68.52,0.54,7.07,0.88,5.49,26917.0,2.86,39.13,60.87,27858.0,96.62,3.38,8.72,91.28,228800.0,8.8,91.2,30.31,29.35,25.8,9.88,4.67,47.16,1.29,3.63,6.75,0,88.33,0.01,21583,378,4.798293939932468,273.9724288506943
74,10469,72550,40.6,20.63,61.04,18.34,46.26,53.74,9.48,53.5,0.05,6.32,0.01,1.73,28.05,28158.0,67190.0,15.54,44.93,42.37,6.15,42.82,0.19,4.47,0.86,2.68,22886.0,3.05,43.12,56.88,23919.0,95.68,4.32,52.24,47.76,482500.0,7.48,92.52,18.92,27.86,26.51,16.53,10.18,39.1,6.17,11.59,9.94,0,71.92,0.37,18299,578,7.9669193659545146,252.22605099931084
75,10470,15500,38.6,18.77,64.98,16.25,46.74,53.26,36.37,35.74,0,4.93,0,2.99,19.54,34134.0,64643.0,10.92,45.39,37.95,3.25,47.12,0,4.29,0.44,4.47,6096.0,2.51,40.44,59.56,6338.0,96.18,3.82,35.06,64.94,481000.0,14.08,85.92,16.02,26.21,21.24,25.05,11.49,33.61,20.04,6.03,10.75,0,63.03,0.15,4164,58,3.7419354838709675,268.64516129032256
76,10471,22577,46.0,17.32,54.4,28.28,47.3,52.7,58.39,8.64,0,5.13,0,1.92,25.07,54113.0,93657.0,7.92,45.64,40.91,5.14,39.03,0.4,5.9,0.85,7.21,8714.0,2.2,45.92,54.08,9382.0,92.88,7.12,53.08,46.92,360600.0,12.2,87.8,9.67,14.15,18.94,24.31,32.94,21.03,38.68,20.38,2.08,0.99,36.56,1.31,5453,156,6.909686849448554,241.5289896797626
77,10472,67989,32.6,27.04,60.66,12.3,47.75,52.25,2.64,21.97,0.44,8.41,0.06,1.89,63.12,18518.0,36038.0,29.39,45.93,21.53,4.5,61.82,0.21,6.28,1.46,3.98,22221.0,3.02,37.35,62.65,23836.0,93.22,6.78,16.31,83.69,516600.0,6.49,93.51,33.76,28.84,22.96,10.31,4.12,41.34,1.12,14.27,7.47,0,77.13,0,19159,341,5.015517216020239,281.7955845798585
78,10473,59627,36.8,23.99,59.89,16.12,46.41,53.59,2.15,31.19,0.35,1.56,0,0.98,62.27,25247.0,47856.0,23.42,46.44,39.56,3.69,47.44,0.15,4.63,1.5,2.69,21940.0,2.7,31.81,68.19,22809.0,96.19,3.81,30.38,69.62,442900.0,4.19,95.81,25.69,23.65,29.53,13.09,8.03,21.55,1.46,2.61,12.26,0,83.34,0.33,18223,303,5.081590554614521,305.61658309155246
79,10474,11579,30.9,29.34,62.49,8.17,51.17,48.83,1.91,34.42,0.1,0.21,0,0.09,62.81,13996.0,28419.0,41.55,44.86,16.01,2.35,64.89,0.85,10.15,0.46,4.73,3506.0,2.99,29.51,70.49,3915.0,89.55,10.45,6.13,93.87,442500.0,12.25,87.75,25.69,39.09,24.47,7.31,3.44,31.78,0.73,0.68,31.9,0,66.68,0,3073,49,4.231798946368426,265.3942482079627
80,10475,43791,44.8,17.94,57.16,24.89,44.55,55.45,6.01,58.51,0,2.47,0,2.39,29.97,28614.0,53819.0,13.27,49.64,32.01,2.55,53.65,0,7.94,0.66,3.26,18653.0,2.27,37.29,62.71,18812.0,99.15,0.85,46.0,54.0,26400.0,5.03,94.97,16.3,27.81,30.1,17.35,8.45,26.64,6.47,7.67,15.77,0.39,69.65,0.04,10600,323,7.37594482884611,242.05887054417573
81,11004,15297,43.2,19.03,58.02,22.95,47.11,52.89,27.78,4.91,0.41,47.43,0.29,3.62,12.09,42228.0,97845.0,9.07,39.66,64.56,7.58,17.8,0.09,5.52,3.46,3.66,4808.0,3.01,57.07,42.93,4973.0,96.68,3.32,73.38,26.62,557500.0,7.33,92.67,11.0,21.45,19.73,26.16,21.67,44.14,6.4,74.75,1.85,0,16.59,0.41,3824,136,8.89063215009479,249.98365692619467
82,11101,32537,33.5,17.74,74.78,7.48,50.83,49.17,32.89,12.94,0,26.42,0,5.25,21.84,57723.0,89525.0,14.11,35.33,10.42,2.66,68.93,1.58,4.93,0.66,10.04,14951.0,2.13,43.02,56.98,21280.0,70.26,29.74,13.52,86.48,959000.0,19.4,80.6,9.16,21.34,13.57,32.1,23.84,36.95,16.91,49.65,1.94,0.54,29.64,1.32,11406,108,3.3192980299351507,350.55475305037345
83,11102,28359,34.7,13.42,73.45,13.12,48.49,51.51,47.24,6.78,0.71,16.3,0,2.6,25.68,48350.0,81462.0,15.17,40.8,13.95,1.51,65.64,1.43,5.25,0.69,11.16,12960.0,2.16,39.93,60.07,18076.0,71.7,28.3,14.46,85.54,730800.0,13.75,86.25,10.48,20.11,15.15,34.68,19.59,36.25,25.65,29.32,3.85,0.18,39.66,1.32,9210,185,6.5235022391480655,324.76462498677665
84,11103,35419,34.3,12.83,76.76,10.41,49.47,50.53,55.83,2.46,0,14.01,0,3.29,24.14,44505.0,81677.0,10.16,41.26,12.62,3.69,67.34,1.75,5.44,0.27,7.91,15575.0,2.27,41.09,58.91,18395.0,84.67,15.33,14.7,85.3,824000.0,15.25,84.75,10.24,19.79,15.61,36.01,18.35,39.81,36.52,25.06,5.89,0.45,31.27,0.79,11126,131,3.698579858268161,314.12518704650046
85,11104,25037,38.2,16.37,70.5,13.13,47.02,52.98,43.56,1.03,0.16,24.17,0,3.01,27.85,43338.0,75772.0,9.47,38.37,12.18,2.01,69.12,2.16,6.06,0.21,7.19,11281.0,2.22,47.17,52.83,12494.0,90.29,9.71,21.75,78.25,542700.0,9.38,90.62,9.5,18.03,20.89,30.43,21.15,44.48,16.77,44.77,2.98,0.35,34.21,0.92,6555,94,3.754443423732875,261.81251747413825
86,11105,37452,35.6,15.39,71.66,12.95,50.6,49.4,61.36,2.21,0.09,10.08,0,3.67,22.37,44799.0,86516.0,9.87,41.32,17.4,4.2,60.41,1.01,5.91,0.22,10.05,15274.0,2.45,45.08,54.92,17347.0,88.05,11.95,27.26,72.74,898300.0,10.98,89.02,11.4,19.13,18.4,32.0,19.07,36.32,39.2,22.13,8.87,0.28,29.06,0.45,9895,147,3.9250240307593716,264.20484887322436
87,11106,37094,35.2,14.7,71.32,13.99,48.51,51.49,43.95,6.81,0.09,17.87,0.02,3.09,27.57,46095.0,71865.0,11.51,40.14,11.2,1.76,66.81,1.44,6.75,0.59,10.03,16975.0,2.17,40.84,59.16,19538.0,86.88,13.12,18.04,81.96,642600.0,11.03,88.97,12.72,19.24,17.83,31.85,18.38,36.64,22.8,33.61,3.24,0.34,39.01,1.01,10154,145,3.9089879764921553,273.73699250552653
88,11109,6127,33.0,18.13,76.77,5.09,50.69,49.31,52.15,0.62,0,35.48,0,4.54,7.21,88485.0,169425.0,1.31,34.86,4.41,0,85.02,1.6,0,0.52,8.45,2777.0,2.21,67.52,32.48,4334.0,64.07,35.93,15.45,84.55,600200.0,20.65,79.35,1.12,6.9,5.41,38.85,47.73,39.73,25.47,60.02,0,3.08,11.42,0,1445,3,0.4896360372123388,235.8413579239432
89,11201,64798,35.0,17.76,70.25,11.98,47.76,52.24,58.16,11.46,0.13,13.29,0.06,5.28,11.35,90678.0,139697.0,11.74,32.24,4.79,0.98,63.48,2.65,11.2,0.26,14.56,29262.0,2.07,44.72,55.28,31956.0,91.57,8.43,35.59,64.41,1025500.0,20.17,79.83,4.3,8.62,9.44,37.57,40.08,19.3,24.46,43.33,5.48,1.23,22.09,3.41,14465,215,3.318003642087719,223.2321985246458
90,11203,77589,40.0,20.32,61.72,17.96,44.33,55.67,3.75,83.81,0.16,1.86,0,3.2,6.84,29103.0,57707.0,13.78,46.68,26.99,2.95,59.01,0.13,4.38,0.37,5.23,29249.0,2.59,38.86,61.14,32569.0,89.81,10.19,40.46,59.54,498000.0,4.68,95.32,10.68,36.02,26.47,17.83,9.0,50.43,1.33,3.11,2.71,0,92.69,0.16,17587,466,6.006006006006006,226.66872881465156
91,11204,75840,34.6,28.9,56.59,14.51,49.82,50.18,51.5,0.86,0.3,32.9,0.01,2.13,11.92,23088.0,54984.0,19.57,41.91,23.53,8.09,48.7,1.75,12.16,0.37,4.7,23520.0,3.22,59.22,40.78,25783.0,91.22,8.78,37.93,62.07,911500.0,7.31,92.69,26.76,27.79,16.43,19.47,9.54,45.22,27.6,56.5,2.57,0,12.77,0.56,20052,324,4.272151898734178,264.3987341772152
92,11205,47866,29.5,28.83,63.26,7.91,45.87,54.13,47.47,25.87,0.29,6.16,0.01,3.16,16.44,37113.0,62952.0,30.57,36.17,11.24,2.46,53.86,4.76,15.38,0.6,11.12,16779.0,2.7,34.01,65.99,18372.0,91.33,8.67,27.26,72.74,762700.0,13.39,86.61,15.88,18.93,17.18,28.9,19.12,17.17,17.52,27.64,7.02,0.6,44.59,2.63,10904,111,2.3189738018635357,227.80261563531525
93,11206,87599,29.4,27.97,62.32,9.71,47.89,52.11,35.11,18.53,0.16,6.32,0,2.14,37.65,25085.0,43065.0,34.38,37.82,10.3,3.01,62.87,2.48,12.02,0.09,8.09,31489.0,2.76,33.59,66.41,33188.0,94.88,5.12,10.79,89.21,792100.0,10.51,89.49,25.64,25.46,18.96,21.62,8.32,20.52,13.48,25.25,1.91,0.54,57.84,0.98,23672,347,3.961232434160207,270.23139533556315
94,11207,90867,35.5,23.76,63.0,13.25,45.59,54.41,4.53,57.84,0.21,1.53,0.12,2.08,32.56,22129.0,42276.0,27.06,47.68,20.91,4.31,64.34,0.99,3.13,1.15,4.6,34010.0,2.6,34.27,65.73,37605.0,90.44,9.56,27.18,72.82,536000.0,8.09,91.91,20.32,35.98,25.79,12.8,5.11,30.6,2.24,4.13,5.31,0,87.85,0.47,25365,490,5.392496725984131,279.1442437848724
95,11208,102626,32.9,26.92,62.38,10.71,47.23,52.77,3.11,47.47,0.04,6.56,0.0,1.87,39.88,21484.0,45946.0,24.39,43.5,23.69,4.24,61.04,0.51,4.36,1.06,4.43,34368.0,2.96,39.08,60.92,38573.0,89.1,10.9,26.34,73.66,540400.0,3.77,96.23,17.28,49.3,18.66,11.17,3.6,38.45,1.32,17.74,4.96,0,75.74,0.23,27735,508,4.950012667355251,270.2531522226336
96,11209,68368,40.6,19.08,63.25,17.67,48.06,51.94,62.33,3.73,0.07,13.02,0.06,2.78,17.79,45955.0,79524.0,10.72,46.52,21.29,3.88,55.07,0.9,8.4,0.23,9.73,29186.0,2.33,51.56,48.44,32837.0,88.88,11.12,38.97,61.03,813600.0,9.46,90.54,11.22,18.1,19.74,28.49,22.45,30.99,25.69,44.87,10.25,0.17,18.36,0.66,18127,272,3.9784694593962087,265.13866136204075
97,11210,62423,36.8,24.73,59.67,15.6,47.3,52.7,30.42,54.65,0,3.72,0,2.5,7.6,34111.0,70776.0,10.85,45.57,29.05,4.46,52.79,0.49,6.29,1.11,5.51,21851.0,2.84,44.75,55.25,23734.0,92.07,7.93,43.94,56.06,678700.0,6.51,93.49,10.04,25.82,27.99,22.07,14.09,39.95,8.07,8.8,4.98,0.02,77.99,0.14,15792,302,4.837960367172356,252.98367588869485
98,11211,104561,30.8,25.21,65.95,8.84,50.74,49.26,62.2,4.18,0.17,6.3,0.03,2.85,23.94,49864.0,90871.0,24.19,32.2,8.48,2.46,57.22,3.75,14.48,0.33,12.03,40821.0,2.54,42.38,57.62,44181.0,92.39,7.61,16.04,83.96,1074400.0,12.95,87.05,15.97,17.93,13.73,33.61,18.76,21.38,32.01,22.15,2.26,2.92,36.75,3.91,28522,273,2.6109161159514542,272.77856944749954
99,11212,74037,38.6,21.48,64.18,14.34,42.22,57.78,3.01,73.71,0.01,0.91,0.07,3.65,17.98,20958.0,29385.0,32.92,49.73,16.91,4.11,67.39,0.32,7.36,0.65,2.29,31207.0,2.18,28.41,71.59,34401.0,90.72,9.28,14.5,85.5,443700.0,9.89,90.11,21.93,34.98,27.56,11.7,3.84,34.36,0.86,2.97,5.94,0.0,90.07,0.16,22163,535,7.226116671394033,299.35032483758124
100,11213,67382,34.6,22.18,64.64,13.18,46.71,53.29,21.96,61.49,0.03,1.92,0,2.36,11.74,29216.0,48318.0,21.39,42.96,14.13,2.54,62.52,2.24,8.05,0.5,8.34,26377.0,2.5,34.44,65.56,28469.0,92.65,7.35,17.19,82.81,865900.0,9.28,90.72,18.22,24.09,24.61,19.38,13.7,32.93,7.09,6.63,3.29,0.39,81.15,1.45,17711,366,5.43171766940726,262.84467661986884
101,11214,90372,40.0,21.33,61.73,16.94,49.02,50.98,40.81,1.6,0.08,36.78,0.0,2.56,17.68,28319.0,57639.0,16.62,47.31,23.9,5.02,55.85,1.01,7.32,0.49,5.48,31717.0,2.82,55.31,44.69,33632.0,94.31,5.69,35.26,64.74,793300.0,9.95,90.05,23.64,25.62,19.12,20.63,10.98,54.85,26.7,55.92,3.4,0,13.93,0.05,23439,537,5.942105962023636,259.3613065993892
102,11215,69995,36.6,21.8,67.22,10.98,48.61,51.39,65.87,3.41,0.07,9.0,0,5.19,15.76,80814.0,144330.0,6.67,40.2,8.1,1.5,63.34,2.96,8.33,0.71,14.48,28714.0,2.42,55.36,44.64,30992.0,92.65,7.35,40.48,59.52,1291000.0,14.8,85.2,6.12,7.65,9.81,35.79,40.63,18.24,30.66,30.5,1.88,2.15,29.54,5.27,12626,118,1.6858347024787486,180.3843131652261
103,11216,59567,34.0,15.02,73.89,11.1,45.74,54.26,28.9,48.23,0.04,4.78,0,4.72,12.28,46856.0,77343.0,14.87,42.0,10.98,1.78,66.85,3.97,4.28,1.05,10.83,25771.0,2.29,33.18,66.82,28470.0,90.52,9.48,24.16,75.84,1201100.0,15.04,84.96,10.72,19.74,17.98,32.09,19.47,22.63,11.74,13.96,3.88,0.98,66.36,3.07,13646,186,3.1225342891198147,229.08657478133864
104,11217,42461,34.6,19.29,69.84,10.88,46.84,53.16,50.49,18.19,0.01,9.14,0.04,6.0,15.61,80321.0,122598.0,13.61,35.8,6.9,0.9,65.49,2.45,8.23,0.51,14.47,18627.0,2.24,41.54,58.46,20776.0,89.66,10.34,28.47,71.53,1345100.0,18.67,81.33,8.73,9.0,11.69,37.39,33.18,18.98,24.14,24.08,4.86,3.62,38.98,4.32,9601,164,3.862367819881774,226.11337462612752
105,11218,73280,35.7,27.31,60.4,12.29,50.74,49.26,52.24,8.59,0.08,19.65,0,4.3,14.51,36189.0,78249.0,16.41,42.48,17.03,3.96,56.18,1.93,9.78,0.64,9.69,25219.0,2.88,53.09,46.91,26426.0,95.43,4.57,39.72,60.28,785600.0,7.73,92.27,15.24,20.49,17.41,24.87,21.98,32.34,20.9,48.15,1.9,1.0,26.56,1.49,18654,343,4.6806768558951966,254.55786026200872
106,11219,87812,26.6,37.76,50.41,11.83,49.88,50.12,60.54,1.25,0.13,24.24,0.03,0.59,12.39,17198.0,41907.0,35.47,36.7,16.64,7.35,39.23,0.98,28.84,0.83,5.64,23871.0,3.63,61.51,38.49,26843.0,88.93,11.07,25.82,74.18,956400.0,6.76,93.24,31.43,35.47,12.84,13.68,6.59,33.46,19.7,57.93,2.44,0.14,19.21,0.58,22486,388,4.418530496970802,256.06978545073565
107,11220,90657,35.6,24.07,63.22,12.71,49.34,50.66,15.25,2.09,0.07,41.16,0,1.0,40.26,22745.0,55119.0,23.73,44.72,12.43,7.73,56.44,1.93,14.44,0.17,5.18,27849.0,3.25,53.56,46.44,30135.0,92.41,7.59,27.38,72.62,868500.0,7.91,92.09,42.22,21.99,12.59,14.65,8.54,54.28,5.15,56.09,3.18,0.01,35.49,0.09,27463,374,4.125439844689324,302.9330333013446
108,11221,85582,31.4,19.29,70.42,10.28,46.44,53.56,18.56,40.54,0.04,4.09,0.03,2.49,33.81,33609.0,65548.0,22.18,43.57,15.12,2.78,64.7,3.68,5.31,0.43,6.88,33067.0,2.55,29.35,70.65,36147.0,91.48,8.52,21.11,78.89,976900.0,12.2,87.8,17.43,25.07,22.27,23.66,11.57,24.08,8.29,12.4,5.98,0.38,72.36,0.58,21459,350,4.089645018812367,250.7419784534131
109,11222,36710,35.4,11.46,77.41,11.13,48.6,51.4,71.68,2.86,0.16,5.22,0,4.41,15.23,58965.0,96435.0,10.05,37.19,10.38,1.8,60.2,5.26,9.06,0.44,10.84,17941.0,2.03,38.26,61.74,19390.0,92.53,7.47,17.26,82.74,1098300.0,15.88,84.12,8.67,14.6,17.1,40.06,19.57,26.31,55.94,17.6,1.75,3.0,19.47,2.24,10745,76,2.070280577499319,292.6995369109234
110,11223,80500,37.3,25.82,58.26,15.91,48.63,51.37,52.03,4.52,0.07,24.99,0.21,3.43,13.4,28693.0,56908.0,17.97,45.53,25.04,7.65,49.84,0.93,8.08,1.35,7.75,27709.0,2.9,56.45,43.55,29897.0,92.68,7.32,37.23,62.77,871000.0,9.36,90.64,20.6,28.72,17.64,20.01,13.03,46.61,28.93,55.76,2.74,0.03,12.05,0.49,24406,361,4.48447204968944,303.1801242236025
111,11224,45587,49.1,18.7,52.47,28.83,45.76,54.24,49.82,19.1,0.06,7.3,0.02,3.39,20.3,24971.0,35776.0,28.21,51.65,24.16,3.83,55.55,0.26,8.25,0.01,5.77,19272.0,2.3,44.17,55.83,20584.0,93.63,6.37,30.12,69.88,448400.0,7.42,92.58,17.93,26.71,17.51,19.94,17.9,46.86,58.48,24.1,1.84,0,15.4,0.17,14704,545,11.955162656020356,322.5480948516024
112,11225,56072,36.3,17.22,67.89,14.89,45.34,54.66,27.82,57.38,0.09,2.58,0,1.9,9.95,38992.0,65200.0,15.82,42.69,11.34,2.1,68.28,1.82,5.38,0.27,8.95,24177.0,2.31,34.7,65.3,25651.0,94.25,5.75,18.33,81.67,892700.0,8.79,91.21,11.88,21.3,24.27,25.46,17.09,37.05,6.76,6.28,8.67,0.85,76.09,1.35,12688,274,4.886574404337281,226.2804965044942
113,11226,96332,34.8,21.32,66.97,11.71,45.68,54.32,13.17,64.05,0.42,2.93,0,2.92,15.94,31064.0,60896.0,15.26,46.28,12.06,2.18,70.33,1.82,5.52,0.56,6.61,37483.0,2.54,35.9,64.1,40989.0,91.45,8.55,12.62,87.38,662400.0,7.15,92.85,13.78,33.27,21.4,20.1,11.45,42.9,3.3,6.36,5.58,0.31,83.83,0.62,23775,581,6.031225345679525,246.80272391313375
114,11228,43878,42.0,19.29,61.55,19.16,48.87,51.13,48.61,1.17,0.08,36.64,0.05,1.21,12.13,35961.0,76278.0,11.64,43.35,31.49,7.49,44.6,1.36,7.17,0.1,7.0,15473.0,2.82,56.47,43.53,16614.0,93.13,6.87,55.04,44.96,953000.0,7.52,92.48,18.09,28.73,17.07,23.58,12.52,41.64,22.36,59.58,4.82,0.03,12.89,0.32,11331,215,4.899949860978167,258.2387529057842
115,11229,81909,41.2,21.82,58.34,19.84,47.91,52.09,58.8,5.83,0.07,22.65,0.11,2.58,9.75,33764.0,66332.0,13.52,48.5,29.63,5.81,47.42,1.1,6.75,0.22,7.84,31099.0,2.63,55.22,44.78,33848.0,91.88,8.12,47.45,52.55,669300.0,6.73,93.27,14.22,27.52,19.74,23.27,15.25,46.15,37.03,50.12,1.67,0.1,10.61,0.48,23916,411,5.017763615719884,291.98256601838625
116,11230,87188,34.3,27.61,56.02,16.37,49.23,50.77,64.16,6.61,0.06,14.23,0.04,2.69,11.41,30168.0,57770.0,18.3,40.74,24.65,6.48,47.55,1.22,11.64,0.8,6.68,31254.0,2.77,55.69,44.31,33404.0,93.56,6.44,30.74,69.26,796900.0,8.07,91.93,16.87,20.1,19.41,24.61,19.0,41.3,35.19,44.1,2.45,0.11,17.83,0.32,27047,542,6.216451805294306,310.21470844611645
117,11231,37796,36.2,25.19,65.57,9.24,45.53,54.47,59.67,12.91,0.19,5.51,0.7,4.34,16.07,71503.0,108525.0,13.85,36.07,7.44,2.24,51.95,6.7,14.78,0.62,15.21,15871.0,2.38,49.04,50.96,17230.0,92.11,7.89,32.48,67.52,1356300.0,10.41,89.59,10.06,11.86,12.12,33.6,32.36,16.22,29.48,20.2,7.62,2.43,36.75,3.52,8303,88,2.328288707799767,219.67933114615303
118,11232,26501,33.9,20.78,71.46,7.76,54.33,45.67,22.86,6.23,0.25,15.87,0.06,2.98,51.7,32571.0,74072.0,16.63,41.91,12.15,5.63,61.23,2.86,9.89,0.06,6.15,8936.0,2.74,42.19,57.81,9635.0,92.75,7.25,22.52,77.48,775000.0,11.53,88.47,29.9,21.1,15.77,19.64,13.59,36.69,5.28,30.56,1.43,0,61.81,0.93,7727,92,3.471567110675069,291.5739028715897
